contrast_0,contrast_45,contrast_90,contrast_135,correlation_0,correlation_45,correlation_90,correlation_135,energy_0,energy_45,energy_90,energy_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,ASM_0,ASM_45,ASM_90,ASM_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,label
320.99950980393317,393.6283275663687,305.0727634804025,320.99950980393317,0.7876172758883683,0.7404970496678398,0.7981264381176612,0.7876172758883683,0.9433527537887854,0.9413931359998655,0.943965371618528,0.9433527537887854,0.9457402730568595,0.9434498145072051,0.9462091420462424,0.9457402730568595,0.8899144180808847,0.8862210365076613,0.8910706228149057,0.8899144180808847,2.8950980392157137,3.452764321415255,2.8108455882353383,2.8950980392157137,"Pepper,_bell___Bacterial_spot"
111.68180147058989,143.1637985390346,121.9026041666684,111.68180147058989,0.7447222041435461,0.6724944219820995,0.7200718053356151,0.7447222041435461,0.9586558754899122,0.9564487159382902,0.95815045570692,0.9586558754899122,0.9607227115225138,0.9578601638913249,0.9597738079731254,0.9607227115225138,0.9190210876113301,0.914794146220004,0.9180522957713785,0.9190210876113301,1.5533088235294372,1.9389158016149084,1.6878063725490373,1.5533088235294372,"Pepper,_bell___Bacterial_spot"
373.1984834559026,450.8116878124353,425.49928002452873,373.1984834559026,0.6670060479716265,0.5990098855520578,0.6209490367488496,0.6670060479716265,0.898797491824565,0.8940657943517041,0.8966234160825384,0.898797491824565,0.9036208128164345,0.8981642333140383,0.9014909087715152,0.9036208128164345,0.807836931310129,0.7993536446297436,0.8039335502675207,0.807836931310129,4.471951593137262,5.246935793926006,4.9640471813725355,4.471951593137262,"Pepper,_bell___Bacterial_spot"
100.24439338235375,124.69534794310263,88.49517463235337,100.24439338235375,0.5648575177255775,0.4591723714051036,0.6146916397504654,0.5648575177255775,0.9829046630404048,0.9816689483376575,0.9833335559225759,0.9829046630404048,0.9834619051098035,0.9821051848758514,0.983888719407328,0.9834619051098035,0.9661015766265718,0.9636739241303625,0.9669448822033376,0.9661015766265718,1.0096200980392271,1.22600538254521,0.9185814950980513,1.0096200980392271,"Pepper,_bell___Bacterial_spot"
240.8263020833376,259.8732333717894,250.84387254902387,240.8263020833376,0.4529592314027633,0.41137629019793887,0.4370923095182616,0.4529592314027633,0.9254694214654396,0.9224234856006533,0.9238766434764911,0.9254694214654396,0.9408297581428476,0.9350442347124823,0.9391210218494207,0.9408297581428476,0.8564936500675756,0.8508650867876587,0.8535480523613874,0.8564936500675756,2.679641544117672,2.9511264898117275,2.813296568627477,2.679641544117672,"Pepper,_bell___Bacterial_spot"
117.90511642157185,158.9761476355441,136.96908700980774,117.90511642157185,0.8712376613779164,0.8270379465586091,0.8504181964482754,0.8712376613779164,0.9488515866794154,0.9472208712833237,0.9487903484340863,0.9488515866794154,0.9527784898843621,0.9502816964024962,0.9530959719474803,0.9527784898843621,0.900319333544044,0.8972273789947388,0.9002031252816749,0.900319333544044,1.397426470588271,1.7905420991928067,1.4809742647059323,1.397426470588271,"Pepper,_bell___Bacterial_spot"
178.2782475490272,236.72119953865774,158.75278799020435,178.2782475490272,0.8874078948426662,0.8510258013439518,0.8997392511697322,0.8874078948426662,0.8748688193907179,0.8713010694376763,0.875419367545289,0.8748688193907179,0.9038537942693746,0.8917919296952086,0.9011358386007621,0.9038537942693746,0.7653954511421086,0.7591655536032385,0.7663590690733938,0.7653954511421086,2.231678921568658,2.9917723952328537,2.1747549019608288,2.231678921568658,"Pepper,_bell___Bacterial_spot"
177.95886948529815,241.9635524798264,159.18794424019956,177.95886948529815,0.8042717042127587,0.7343817723735236,0.8256879879296916,0.8042717042127587,0.9234427017421798,0.9198049208115263,0.9228294177749233,0.9234427017421798,0.9424129585008316,0.9330664620583522,0.9386346796180368,0.9424129585008316,0.8527464234008963,0.8460410923490982,0.8516141343108039,0.8527464234008963,2.0311427696078734,2.7558016147636852,1.9961856617647398,2.0311427696078734,"Pepper,_bell___Bacterial_spot"
126.54699754902157,193.2763552479964,157.33454350490535,126.54699754902157,0.8644615296990215,0.7937523812463279,0.8314673040019591,0.8644615296990215,0.9651964460317117,0.9631223940265923,0.9644611791405857,0.9651964460317117,0.9682988383018328,0.9650168191402881,0.9666143713959136,0.9682988383018328,0.931604179432247,0.9276047458755144,0.930185366069249,0.931604179432247,1.1899203431372747,1.7817916186083622,1.4695618872549205,1.1899203431372747,"Pepper,_bell___Bacterial_spot"
142.22729779412197,225.41351787777126,187.4855698529479,142.22729779412197,0.864965004649346,0.7867884593315743,0.8219954014027945,0.864965004649346,0.949402974494936,0.947190056035132,0.9483919834292184,0.949402974494936,0.9522416544934376,0.9492847402063377,0.9508160575274643,0.9522416544934376,0.9013660079798321,0.8971690022518364,0.8994473542328069,0.9013660079798321,1.7337622549020164,2.4157477893121517,2.1061887254902594,1.7337622549020164,"Pepper,_bell___Bacterial_spot"
